,id,shortcode,height,width,gating_info,fact_check_overall_rating,fact_check_information,sensitivity_friction_info,media_overlay_info,media_preview,display_url,accessibility_caption,is_video,tracking_token,tagged_users,caption,caption_is_edited,has_ranked_comments,comments,comments_disabled,commenting_disabled_for_viewer,timestamp,likes,location,viewer_has_liked,viewer_has_saved,viewer_has_saved_to_collection,viewer_in_photo_of_you,viewer_can_reshare,video_url,has_audio,video_view_count,username,full_name,upload_date,hashtags
0,2488190703711902729,CKH1EMULVwJ,1080,1080,,,,,,ACoq1xjucU5kGNynNZtwT5hU9DjHpVuPzVGNuR9f89qL6jsraki0hkAYLg5P5fnSZI6Uu4/5BrQzFamUuSaSgRzk14/nmQ8oT09AOn/1/Xmt62uvOGVzj6dPxrm9wfn8xU9pM1tIOcoeAM+p7e9Kw9zo9uaNn+cCmM44yQAeepB/T603cPUf99N7/wCB59qYiTZjn+goxTFcE4BBz7k9s8Z+v5VJTsByGONw6rUzYIyPqPY/4VGn3T9DSR/dNIZ0djMJE2nqvb2/+sf6VfwPQflXPaaf3i/T+ldDVCGkAdhTaeaZVID/2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/138989324_2736212789952313_6675971011434536416_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=7mfDFT8RT28AX8Dsy6Z&tp=1&oh=abcc430d966fe631695833f083e91599&oe=602D9094,"Photo by Joe Biden on January 16, 2021. Image may contain: one or more people, text that says 'WE DIDN'T GET INTO THIS MESS OVERNIGHT, AND WE WON'T GET OUT OF IT OVERNIGHT, EITHER. BUT WE WILL GET THROUGH IT TOGETHER'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMTZmMjNjMWU0ZDllNGQ0MWEzN2U2NjMxNmI1YmMyZjMyNDg4MTkwNzAzNzExOTAyNzI5Iiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDI5Nzc3NnwyNDg4MTkwNzAzNzExOTAyNzI5fDgzMTg3NTYxOTJ8MzdjZWNlMjZiOWYxMGRhMDRiYWUyN2FiYzc1ODBmMjdlNTFiYTJiZGYyYTFhNmE2ZDBkOWI0MDc2YWM4ZGE2MSJ9LCJzaWduYXR1cmUiOiIifQ==,[],"We will get through this, together.",False,True,14471,False,False,1610835467,671424,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-16 17:17:47,[]
1,2487564948510609964,CKFmyQXsBIs,1080,1080,,,,,,ACoq26KCOP8AP5VCrMeqsOCeSO3b8a1Myel5qvub+656dx369R2/Wl3Of4W79x26duh7UrBcs0UxM98/jT6QxtR8+/8A47TycDrj3NMODySvHsP8aYgyff8A8dpPm/2v/HaMD1XH0H+NKFxzlemRwOnr19aBkq9OePr/APWp1MTPchvp/wDrNPpDImQOMMMj0NN8pMEYGDjI+nSpKKZJGIkznA/X6U4xo3UdsDr09KfS0ajEAC8jjNOopaQz/9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/139072883_412472030040021_2430547498158363958_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=PpxThlfCrQwAX9Hzl9p&tp=1&oh=0b51d670e726a760bb8e19a49f32341f&oe=602E7398,"Photo by Joe Biden on January 15, 2021. Image may contain: text that says 'IN THIS PANDEMIC, IN AMERICA, WE CANNOT: LET PEOPLE GO HUNGRY. LET PEOPLE GET EVICTED. WATCH NURSES AND EDUCATORS LOSE THEIR JOBS. WE MUST ACT. PRESIDENT-ELECT JOE BIDEN'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNjM3YWZjNzBkNmY2NDlhMGFhMTJmMmFmYWUwYThkOTAyNDg3NTY0OTQ4NTEwNjA5OTY0Iiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDMwOTI4NHwyNDg3NTY0OTQ4NTEwNjA5OTY0fDgzMTg3NTYxOTJ8MDAxMWMzMzQyMDkyNmI2ZmUxMjc1NGQ4MWY5NzVkOTc1ZjIxYTliYzFiNWRjZGY0OTVmM2U3ZmQ5ZTViOTE1OCJ9LCJzaWduYXR1cmUiOiIifQ==,[],"We not only have an economic imperative to act now, we have a moral obligation.",False,True,9944,False,False,1610760871,493664,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-15 20:34:31,[]
2,2487316645378162742,CKEuU-DroA2,1920,1080,,,,,,ABcq5mitjU4FSRdigAr2GBkEjP8AL9KjaBBGoKkMOW9ce47fiKHoUlcy6KtzRxL9wkn3xjH4UUrhytGrHfhirTKMxD5dvc4Ay2fpn61bS+BLXGM5UYHG7AznP17e1UY/Lt3Kt85ONrAHvwRj+pqFZRggLkmRucDGCDnt2H5daLiSJZtMknlJhGIyAw3DjnnAxnpRXQW0oESgnJCgHGB9O/cc9aKYtepwu9vU/nSiRh0JGOnJplFAD/Mb1P5mimUUAf/Z,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/p1080x1080/139236191_1576218599234005_36031750165822174_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=S-vPzpYSWW4AX_dQuLi&tp=1&oh=ae4af8a4e6c6be3104d237fccc5ff1ac&oe=600769BD,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiY2ZhMDk1Y2U3NDg3NGQyZThlNTgxOWZmYTVmOTdiNmYyNDg3MzE2NjQ1Mzc4MTYyNzQyIiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDMyNDg4N3wyNDg3MzE2NjQ1Mzc4MTYyNzQyfDgzMTg3NTYxOTJ8NWNjYjI5YmY0YjY0MGEzNmRiMzBkOGQ2MzVhYTA1NGUyZTcxNThhY2MyYWJmYjAxMWQzZWFhOTU5MGE1ZmEyOCJ9LCJzaWduYXR1cmUiOiIifQ==,[],"To Pilar, and the countless other small business owners across the country, know that help is on the way.",False,True,6061,False,False,1610731310,177931,,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/10000000_313706036731024_156853572735774992_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=jH9MFy6DcsAAX_97xWI&oe=60071912&oh=7dd201a7778e86e9599974eef9e237e7,True,1243514.0,joebiden,Joe Biden,2021-01-15 12:21:50,[]
3,2485245353944152643,CJ9XXtlh_pD,750,750,,,,,,ACoq3AwPFISFo6c1Vgu0nYoPvL1GOmOKXl1AmlkEQ3YJ9hRDMJhkce1JcIsiFSNxHIHuBnr61y73Z3grwo6Ae4B5p9fLqPodcW28U6sewvvNby5Ov8J/pWtvHrTtYRl6lMFRVLFQzYYjrjBrLNxHaH/RyXdvvMecD0HYn35qLUp/Mk2Don8z1/wqgrbeR2qLXGdDLHPM5kQ7cgjg9sdCDj8+uaw5ImgwHBBPTOP6VqQXjbPMILNkhsY54yDj6dcccVDd3Mcu1WVlZDnnB49OvQ8VV31D0KkEmwhu4IP5V2IOefWuY+2Rf3Tj6VdW8JAwkhGBz/k1PNfoU4pdfwMAvke/c+v1p8ag8kjH1AOfoe1QUlUQaUKqpwDjd0+Ze/B/nTrqIbshucDOSv8AIfT0rNT7w+tTydaTLjuI4A6HNaqIQoG49B2H+FY9XAaSHI//2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/137311578_109105724466116_6511920171426910001_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=mOPTDkXK0gYAX_iJXZf&tp=1&oh=96724cec08cc347e81655333dde93216&oe=6006FFA2,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDBiNjFjZmYzMTY2NDdjODg5OWE2YTU1M2VmZTQ5MzAyNDg1MjQ1MzUzOTQ0MTUyNjQzIiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDMzNTg0MHwyNDg1MjQ1MzUzOTQ0MTUyNjQzfDgzMTg3NTYxOTJ8ZDYzYzY1YjJkMGY5NDkyNmNmMWRiYWRhMTk2MmU5Nzc5MmQyOGEwNWQ5YjQ5ZjQ1Zjc4ZWFjNDEwYzQ2ZWExNiJ9LCJzaWduYXR1cmUiOiIifQ==,[],My number one priority is getting people vaccinated as quickly as we can to get our country back on track.,False,True,16206,False,False,1610484538,367836,,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/138386281_392642345364398_7394114894247826335_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=w-Q1GT1kmRgAX8KQd1o&oe=6007785E&oh=c99a2771f584227f8713dda4f526e1b5,True,1546565.0,joebiden,Joe Biden,2021-01-12 15:48:58,[]
4,2484585795236085879,CJ7BZ3rB0B3,1080,1080,,,,,,ACoq6Tep7il3D1rNeVIVy5AAHf8Al9TUdndeeSuOABg9ue31xzSA1simmRQMkgD61BkAY9qzLhy2VY/J646enHU+nFNatIP0Nf7RF/eX8xS+fH/eX8xXPeWqcKx56/LVcqn979DWihfr+f8AkTzL+rDdXl3SKv8AdXOPcn/ACp9EPMn0X8+ah1iMCRXHdefTg8U7Ri4dsfcI5PoR0/TNZlG5JOFRmP3gCdveuZ89nfJPJI/z/wDW6Vtaof3OfUgf5Nc/GMuoHPI/HmtI6akvU0HbBK5G7PoMfXNAZR6fn/8AXpQI34I29sg++M/hjipfLUcdfwqZT6Sf4f5BdR2NZ9Mjkj8pmcjOc5Gf5dKdbafHbKVQsQxyckemPQVfoqSio1mjcEnHpxj9RUH9lRF/My2cY7AfXp1rSopWtqO7at0KK6dCvbP1NSfZI/T9atUU3rvr6iP/2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/136993774_1675756022608504_4499954203153676666_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=4OQMCTG93fEAX9FWdru&tp=1&oh=095b5be9dae3fce319e5044174f4bc5e&oe=602EF914,"Photo by Joe Biden on January 11, 2021. Image may contain: one or more people and people standing, text that says 'jana re HER ES work here. Thank you. re'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMGM4NWZjN2VjNjY0NDQwNGE2ZDIwYjEyY2EzMTNlNTgyNDg0NTg1Nzk1MjM2MDg1ODc5Iiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDM0NjgwNnwyNDg0NTg1Nzk1MjM2MDg1ODc5fDgzMTg3NTYxOTJ8ZmZhNmE5MmM3NWE5MDllYWE0OTMyZDkxODYxOWZjYTJmODEzYjU4MTM0Zjc4ZTUzNWU2ZjMwZjM1NTg2NjMzMSJ9LCJzaWduYXR1cmUiOiIifQ==,[],"Folks, I just received the second dose of my COVID-19 vaccine — and just like the first dose, it was safe, quick, and painless. 

I urge everyone to get vaccinated once it’s your turn. Because only together can we save lives and beat this virus.",False,True,12480,False,False,1610405729,590054,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-11 17:55:29,[]
5,2484384098261679286,CJ6TiyuhDy2,1920,1080,,,,,,ABcqw6djNAFS+WwGccetdJkQ4opxGKKQEkcZbkYH1IH86sFXK7cjH+8KiSRgMZOPSpPNb1P5/wCfQflVWIuQPGV64P0OaKe8jNwSSPc5ooHcatPxTFqTtWiMmRNRStRUstH/2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/137058103_400088844586734_6018831882891560806_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=5JLCmMhwkJwAX_1WbjP&tp=1&oh=4a689d3d02d7c10a70b12562811646c6&oe=60074240,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiM2Y3NmQ5YjgyMzlhNGQyNDk3NDFmZjI1MTk4NThkNDEyNDg0Mzg0MDk4MjYxNjc5Mjg2Iiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDM2MDUyNXwyNDg0Mzg0MDk4MjYxNjc5Mjg2fDgzMTg3NTYxOTJ8YzJkNTg4ZDBiYjM1N2JmNmQxODhjMGYzZjQ4Y2E0NDNmZmQ0ZmMwYjZlNGRiZDJjMDgyMGUyODRkOTlhNGNmYSJ9LCJzaWduYXR1cmUiOiIifQ==,[],"I’m asking Ambassador Bill Burns to lead the Central Intelligence Agency because he’s dealt with many of the thorniest global challenges we face. As a legendary career diplomat, he approached complex issues with honesty, integrity and skill. That’s exactly how he’ll lead the CIA.",False,True,5463,False,False,1610381870,162444,,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/10000000_684166282268738_8980338890764351764_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ai2j9ZpL03cAX-tiQXu&oe=6006F54B&oh=7f2ecf514df15b4d63a698014de069d8,True,990169.0,joebiden,Joe Biden,2021-01-11 11:17:50,[]
6,2483682559002000991,CJ30CDYJb5f,1080,1080,,,,,,ACoq57BK49z+Hr/jRtJwBzxT4lL5UDPBP5U6NC4yP4ev0JH/ANeulQT+5fmTqQYIGe1OCnpjrWjHp5e38zoWb5c9CAefp0ODznpxxmsoM8gx1IA6/QdfpULlbtr9/wDwB6kATPsO/wDn2peB0AIp/llgR/cAz+JqDFOUbbf1sBahkMJJAzwRz6Ed/wAef0pqOUDAdHA/n/KoFHGe1SABRlwcEHaenNRzXf3fgVZpX/rU3YpMpFGPurkt+KkjP4tWIjGN/cMDjtwagII61MqBWG/LKRu+U9j/AIHg0lo+bv8Arf8AzF5Eo3ruJxiTr/P9KiIGeBxUwkA4PBxwTzj0/pVU789T+dPm7gID6/5/D6U+SQvgElgOBntUZ6D8atBR5Wcc5NQBWDHp09//AK9SPID0GO3Hp/So06/iKH6n60AKDtHrntS+ZSoMuM+g/lSOBuP1NID/2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/137256105_240020527724726_8688826057798020544_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=AEwqGmH2wPoAX_HSE5_&tp=1&oh=b21b7eadffeaef12ff3549af4ad58d35&oe=602F9741,"Photo by Joe Biden on January 10, 2021. Image may contain: one or more people, people dancing, people on stage, people standing and night.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMGIyZGE0ZWZkM2Y4NGIwZmJkZDMwMmFiMTc5Yzk5MDUyNDgzNjgyNTU5MDAyMDAwOTkxIiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDM3MzUzOHwyNDgzNjgyNTU5MDAyMDAwOTkxfDgzMTg3NTYxOTJ8OTJjMGExNDRmYzczZTY1MjlhMmI4YmM4ZjJkM2RjNGVhYTU5ODI3NmIyZjUwYTY1NjJlNDFkYzdhYzZhNTJhNiJ9LCJzaWduYXR1cmUiOiIifQ==,[],"In 10 days, we move forward and rebuild — together.",False,True,20153,False,False,1610298055,902341,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-10 12:00:55,[]
7,2482946763801290778,CJ1Mu0slOga,720,1080,,,,,,ACocxowQQBkbuD6Y+vSk289CPfBq+ItiAsMEH8xnigRlvmGRnP8AOulK9lpsn+ncwckk5a7uPz3KMny8A5HFKuFIIPP16H19j71fKHoCcj3/AFpohLNjvVcvXTcnn9dFcz3XsDke1JsrSlgAchsgBQfxzUBjHpXNJas2i1ZCS3ZZj82EwAMeg/zzSrdMzDachemeB0wPy/Gs40o46U1oN67m49wSAwI3fKCOcHGc/Qnjp+FUftcqNnIOPbjn/Iqjk0Zqr+pNl2XbboXWvDICrnGe4HJz1rQS4g2jJGcCsLFLipsN6n//2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/136412667_164838245004531_3283611508096789631_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=hkhdHX-4AEgAX-ViIJB&tp=1&oh=c74cd580d858c61e723b22edbe8ba795&oe=602E6BB7,"Photo by Joe Biden on January 09, 2021. Image may contain: one or more people, people standing and people on stage, text that says 'ILDBACK ETTER CKBETTER.COV OFFICE PRESIDENT ELECT க BUILD BACK BETTER PRESIDENT ELECT PRESIDENT'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMjA2NGJjMzU3N2VmNGMzMmFlZWM3OTZiOWM4ZTUzMjEyNDgyOTQ2NzYzODAxMjkwNzc4Iiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDM4NzM4M3wyNDgyOTQ2NzYzODAxMjkwNzc4fDgzMTg3NTYxOTJ8MjlmMGUyYzFiZWNjMTAzNDliZDhhYTAxNGYzMDI0NzljZWEyYzJmZGZlYzljZmRkN2RkNThlMmUzZGRjMTJiZCJ9LCJzaWduYXR1cmUiOiIifQ==,[],"From the most inequitable economic and jobs crisis in modern history, my jobs team will help us build back better with an economy that works for all Americans. Let’s get to work.",False,True,10265,False,False,1610210341,359390,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-09 11:39:01,[]
8,2482376426967169929,CJzLDVILnuJ,1080,1080,,,,,,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/135784202_229215668704061_954471698194099046_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=5UXOUDDf82MAX_IRD1t&tp=1&oh=5d7ce019b69beec14ce58e516d5efd63&oe=602F3130,"Photo by Joe Biden on January 08, 2021. Image may contain: 4 people, text that says 'OFFICE PRESIDENT ELECT PRESIDENT-ELECT BIDEN ANNOUNCES ADDITIONAL KEY MEMBERS OF HIS ECONOMIC AND JOBS TEAM GOVERNOR GINA RAIMONDO SECRETARY COMMERCE MAYOR MARTY WALSH SECRETARY LABOR ISABEL GUZMAN SMALL BUSINESS ADMINISTRATOR DON GRAVES DEPUTY SECRE TARY OF COMMERCE'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMTdiNDJlMzQ5YzVmNDY2NTkzMGEwZTM5YzRiODMxYjIyNDgyMzc2NDI2OTY3MTY5OTI5Iiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDQwMTE1M3wyNDgyMzc2NDI2OTY3MTY5OTI5fDgzMTg3NTYxOTJ8ZWY0ZGEzM2I1MTkwZjVkMTE5NWY4N2U2NDI5MzU4ZDcxMTVjZDVjY2NjYzIxODUxMTQ0NWIwMDFhZWM1YTA3YSJ9LCJzaWduYXR1cmUiOiIifQ==,[],"This team shares my belief that the middle class built this country and that unions built the middle class.

They will help us emerge from the most inequitable economic crisis in modern history by building an economy where every American is in on the deal.",False,True,8638,False,False,1610142351,269289,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-08 16:45:51,[]
9,2482194540056922472,CJyhshvgclo,720,1080,,,,,,ACocxipK9Tj/AHRj88/0qSSEMeWwfp7fWpvm8ra3Rc4ojUsu5uh5B9q6UrtJ7Nd+3/AMW9G1un+f/BsRpGVB2t1GD8o6ZH+19Ki+zg/xH/vn/wCvVzYRx0z0yOv+c0vkHHQg/wCcVfLH+mZ87/pFN4mzyTkAYwM8evWq2K1BvUkj7y/L+IFQLCuBnrisJbJ99ToW7XZ2E+2OVKDgYwOAe2OTj09Kj8xn4yfTHb8qpAkdOKUMR0qExm3FK4BJYDacqOo7DAznj26VTkkfjce2CQTk/WqPmN6mk3E07rzD7i+LmSMZB4znkDn15/wqM3I9DVPJoqR7n//Z,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/135793104_740535709892814_5797504319867827267_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=YT9mMXT-7EwAX87rvZL&tp=1&oh=d624fc4350b84a17eecc6c8c7f633cd6&oe=602D1156,"Photo by Joe Biden on January 08, 2021. Image may contain: 1 person.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDc2MmQxNTU2ZTkzNDI5ODg4NjUwZDllNzY5YzI2MTkyNDgyMTk0NTQwMDU2OTIyNDcyIiwic2VydmVyX3Rva2VuIjoiMTYxMDkzNDQxNDc3NXwyNDgyMTk0NTQwMDU2OTIyNDcyfDgzMTg3NTYxOTJ8NjFlM2RjYWQyOWI5MDI5YjA0MzE3OTZmOWFkYWI0ODFjYzRkY2IyYWJkNWM1NjJjZWMxYzM3NTI3YjgwMDdlYSJ9LCJzaWduYXR1cmUiOiIifQ==,[],"We need to restore the honor, the integrity, and the independence of the Department of Justice in this nation — and this is the group that will get it done.",False,True,9280,False,False,1610120669,436379,,False,False,False,False,True,,,,joebiden,Joe Biden,2021-01-08 10:44:29,[]
